"First Name","Email","Valentine 1","Porcentaje 1","insta1","tel1","Description 1","Valentine 2","Porcentaje 2","insta2","tel2","Description 2","Valentine 3","Porcentaje 3","insta3","tel3","Description 3","My Valentines"
"name462","mail462","name925",0.763157894736842,"insta925","tel925","No se me ocurre que poner, porque pienso en demasiadas cosas","name584",0.684210526315789,"insta584","tel584","Me gusta salir a divertirme, los deportes, estar al aire libre y pasarlo bien","name838",0.684210526315789,"insta838","tel838","Me gusta mucho escuchar música, hacer ejercicio, ver películas/series y jugar con los panas. :D",1
"name481","mail481","name845",0.815789473684211,"insta845","tel845","","name925",0.789473684210526,"insta925","tel925","No se me ocurre que poner, porque pienso en demasiadas cosas","name779",0.763157894736842,"insta779","tel779","Me llamo Marco pero me puedes llamar cuando quieras ",16
"name483","mail483","name702",0.815789473684211,"insta702","tel702","Me gusta el fútbol americano y tmb jugarlo, me gusta salir de fiesta pero tmb puedo quedarme en casa a ver película o series etc","name845",0.763157894736842,"insta845","tel845","","name713",0.736842105263158,"insta713","tel713","Soy una persona que no teme a nuevas experiencias, me encanta viajar y conocer gente y culturas. En esta vida no hay que estar cerrados a nada, asi que Â¿si no vas con todo, a que vas?",12
"name492","mail492","name713",0.710526315789474,"insta713","tel713","Soy una persona que no teme a nuevas experiencias, me encanta viajar y conocer gente y culturas. En esta vida no hay que estar cerrados a nada, asi que Â¿si no vas con todo, a que vas?","name672",0.684210526315789,"insta672","tel672","Soy una persona seria, pero agarrando confianza soy buena onda. Me gusta la astronomía, el ajedrez, leer y practicar todo tipo de deportes.","name702",0.684210526315789,"insta702","tel702","Me gusta el fútbol americano y tmb jugarlo, me gusta salir de fiesta pero tmb puedo quedarme en casa a ver película o series etc",4
"name497","mail497","name892",0.684210526315789,"insta892","tel892","Soy una persona bastante inquieta, muy amigable y disfruta de cosas básicas como bailar, cantar y cocinar, aunque no soy buen en ninguna de ellas jeje.","name999",0.684210526315789,"insta999","tel999","Chico fit, medio barrio, te programo una peda o un futuro juntos bb. Me enculo rápido ","name656",0.657894736842105,"insta656","tel656","Soy Víctor Villarreal.",1
"name580","mail580","name481",0.736842105263158,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name189",0.631578947368421,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name317",0.631578947368421,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.",0
"name583","mail583","name359",0.657894736842105,"insta359","tel359","Practique atletismo, me encanta hacer ejercicio, ordenada, responsable, casual","name483",0.657894736842105,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name1021",0.657894736842105,"insta1021","tel1021","Disfruto platicar sobre: series, libros, idiomas y videojuegos aunque cuando no coincidimos en gustos prefiero hablar sobre las expectativas de la vida y planes a futuro âœ¨

Jack of all trades, master of none ðŸƒ (Conozco un poco de todo pero no soy experta en nada en específico ðŸ˜›).",1
"name584","mail584","name252",0.684210526315789,"insta252","tel252","Alegre, comprensiva, buena compañía, buena persona, alguien en quien puedes confiar y soy un poco tímida pero me gusta hacer amistades duraderas:)","name359",0.684210526315789,"insta359","tel359","Practique atletismo, me encanta hacer ejercicio, ordenada, responsable, casual","name414",0.684210526315789,"insta414","tel414","",5
"name588","mail588","name414",0.736842105263158,"insta414","tel414","","name359",0.657894736842105,"insta359","tel359","Practique atletismo, me encanta hacer ejercicio, ordenada, responsable, casual","name114",0.631578947368421,"insta114","tel114","Soy una persona con gustos sencillos, soy muy extrovertida y me encanta bailar",1
"name604","mail604","name481",0.710526315789474,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name203",0.657894736842105,"insta203","tel203","Soy divertida, me gusta ir a fiestas e ir al cine","name434",0.657894736842105,"insta434","tel434","soy foránea, me gustan mucho salir, los deportes, conocer gente y me gusta siempre traer buena vibra",1
"name605","mail605","name189",0.736842105263158,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name335",0.684210526315789,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte","name1135",0.684210526315789,"insta1135","tel1135","Soy una persona chill, me gusta hablar de todo pero más de películas, astrología, la vida y estoy retomando los libros. ",3
"name631","mail631","name483",0.710526315789474,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name295",0.684210526315789,"insta295","tel295","me gusta salir con amigxs, leer, ver series y los deportes ","name481",0.684210526315789,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ",1
"name641","mail641","name317",0.684210526315789,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.","name434",0.684210526315789,"insta434","tel434","soy foránea, me gustan mucho salir, los deportes, conocer gente y me gusta siempre traer buena vibra","name481",0.684210526315789,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ",2
"name656","mail656","name335",0.736842105263158,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte","name453",0.710526315789474,"insta453","tel453","Me considero una persona creativa, alegre y dedicada con lo que me gusta hacer :) ","name189",0.657894736842105,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ",3
"name672","mail672","name483",0.684210526315789,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name492",0.684210526315789,"insta492","tel492","Me gusta que me digan Mayela/Maye, mis papas fav son las de limón, amo las fresas con chocolate, Coldplay<3, mi película favorita es Star Wars-El imperio contraataca y serie es How to Get Away with Murder, me gusta ir a reus y pasarla con mis amigos.","name317",0.657894736842105,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.",1
"name696","mail696","name189",0.710526315789474,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name453",0.657894736842105,"insta453","tel453","Me considero una persona creativa, alegre y dedicada con lo que me gusta hacer :) ","name492",0.657894736842105,"insta492","tel492","Me gusta que me digan Mayela/Maye, mis papas fav son las de limón, amo las fresas con chocolate, Coldplay<3, mi película favorita es Star Wars-El imperio contraataca y serie es How to Get Away with Murder, me gusta ir a reus y pasarla con mis amigos.",0
"name701","mail701","name434",0.657894736842105,"insta434","tel434","soy foránea, me gustan mucho salir, los deportes, conocer gente y me gusta siempre traer buena vibra","name212",0.605263157894737,"insta212","tel212","Soy una persona extrovertida, me gusta leer, viajar, cocinar, cantar, jugar básquet, ver Star Wars y LOTR, pintar, estar con amigxs y familia (en fin pasármela bien).","name317",0.605263157894737,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.",0
"name702","mail702","name483",0.815789473684211,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name453",0.763157894736842,"insta453","tel453","Me considero una persona creativa, alegre y dedicada con lo que me gusta hacer :) ","name203",0.736842105263158,"insta203","tel203","Soy divertida, me gusta ir a fiestas e ir al cine",7
"name707","mail707","name114",0.763157894736842,"insta114","tel114","Soy una persona con gustos sencillos, soy muy extrovertida y me encanta bailar","name492",0.684210526315789,"insta492","tel492","Me gusta que me digan Mayela/Maye, mis papas fav son las de limón, amo las fresas con chocolate, Coldplay<3, mi película favorita es Star Wars-El imperio contraataca y serie es How to Get Away with Murder, me gusta ir a reus y pasarla con mis amigos.","name212",0.631578947368421,"insta212","tel212","Soy una persona extrovertida, me gusta leer, viajar, cocinar, cantar, jugar básquet, ver Star Wars y LOTR, pintar, estar con amigxs y familia (en fin pasármela bien).",1
"name713","mail713","name320",0.736842105263158,"insta320","tel320","Soy una persona poco tímida, me gusta ver series, hacer ejercicio, cocinar, viajar, salir de fiesta y divertirme con mis amigos ","name481",0.736842105263158,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name483",0.736842105263158,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»",3
"name718","mail718","name189",0.736842105263158,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name453",0.736842105263158,"insta453","tel453","Me considero una persona creativa, alegre y dedicada con lo que me gusta hacer :) ","name335",0.684210526315789,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte",3
"name747","mail747","name189",0.631578947368421,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name252",0.631578947368421,"insta252","tel252","Alegre, comprensiva, buena compañía, buena persona, alguien en quien puedes confiar y soy un poco tímida pero me gusta hacer amistades duraderas:)","name378",0.631578947368421,"insta378","tel378","Me río mucho y me gusta salir. ",1
"name765","mail765","name335",0.710526315789474,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte","name378",0.710526315789474,"insta378","tel378","Me río mucho y me gusta salir. ","name481",0.710526315789474,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ",2
"name779","mail779","name481",0.763157894736842,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name317",0.657894736842105,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.","name483",0.657894736842105,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»",1
"name784","mail784","name295",0.631578947368421,"insta295","tel295","me gusta salir con amigxs, leer, ver series y los deportes ","name320",0.605263157894737,"insta320","tel320","Soy una persona poco tímida, me gusta ver series, hacer ejercicio, cocinar, viajar, salir de fiesta y divertirme con mis amigos ","name434",0.605263157894737,"insta434","tel434","soy foránea, me gustan mucho salir, los deportes, conocer gente y me gusta siempre traer buena vibra",0
"name826","mail826","name481",0.684210526315789,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name295",0.605263157894737,"insta295","tel295","me gusta salir con amigxs, leer, ver series y los deportes ","name317",0.605263157894737,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.",0
"name830","mail830","name335",0.631578947368421,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte","name483",0.631578947368421,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name481",0.605263157894737,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ",0
"name838","mail838","name481",0.710526315789474,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name483",0.710526315789474,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name359",0.684210526315789,"insta359","tel359","Practique atletismo, me encanta hacer ejercicio, ordenada, responsable, casual",2
"name840","mail840","name317",0.684210526315789,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.","name462",0.684210526315789,"insta462","tel462","Puess me considero amigablee me hace feliz conocer a nueva gente y crear amistades:), me gusta mucho salir y hacer cosas nuevas, hacer ejercicio en bicii, también me gusta mucho ver series y conocer nuevos lugares. A y soy scorpio, no le creo tanto a eso pero pss si les sirve para el match. y yaaa total normalmente soy feliz :)  ","name481",0.684210526315789,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ",1
"name845","mail845","name481",0.815789473684211,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name483",0.763157894736842,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name317",0.684210526315789,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.",3
"name850","mail850","name203",0.710526315789474,"insta203","tel203","Soy divertida, me gusta ir a fiestas e ir al cine","name335",0.710526315789474,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte","name359",0.684210526315789,"insta359","tel359","Practique atletismo, me encanta hacer ejercicio, ordenada, responsable, casual",2
"name876","mail876","name320",0.736842105263158,"insta320","tel320","Soy una persona poco tímida, me gusta ver series, hacer ejercicio, cocinar, viajar, salir de fiesta y divertirme con mis amigos ","name434",0.710526315789474,"insta434","tel434","soy foránea, me gustan mucho salir, los deportes, conocer gente y me gusta siempre traer buena vibra","name483",0.710526315789474,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»",2
"name891","mail891","name483",0.736842105263158,"insta483","tel483","Divertida, rara y ocurrente ðŸ˜ŽðŸ‘ŠðŸ»","name212",0.710526315789474,"insta212","tel212","Soy una persona extrovertida, me gusta leer, viajar, cocinar, cantar, jugar básquet, ver Star Wars y LOTR, pintar, estar con amigxs y familia (en fin pasármela bien).","name481",0.684210526315789,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ",1
"name892","mail892","name320",0.684210526315789,"insta320","tel320","Soy una persona poco tímida, me gusta ver series, hacer ejercicio, cocinar, viajar, salir de fiesta y divertirme con mis amigos ","name497",0.684210526315789,"insta497","tel497","Mmmm no se jajaja","name1135",0.684210526315789,"insta1135","tel1135","Soy una persona chill, me gusta hablar de todo pero más de películas, astrología, la vida y estoy retomando los libros. ",2
"name906","mail906","name189",0.710526315789474,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name335",0.657894736842105,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte","name453",0.657894736842105,"insta453","tel453","Me considero una persona creativa, alegre y dedicada con lo que me gusta hacer :) ",0
"name925","mail925","name317",0.789473684210526,"insta317","tel317","Soy extrovertida, divertida, me rio de todo jaja, soy creativa, dedicada, me gusta hacer ejercicio, soy chistosa, inteligente, me gusta salir de fiesta jajaja, me gusta conocer cosas nuevas y soy aventada, no me dan miedo las cosas y la neta si me dan pues las hago con miedo, pero siento que lo padre de la vida es vivir experiencias nuevas, me preocupo por los demás, soy carismática, no me importa la opinión de los demás y aunque no me gusta del todo soy romántica jajajja y ya, escribí un buen jajajjaa perdón.","name481",0.789473684210526,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name203",0.763157894736842,"insta203","tel203","Soy divertida, me gusta ir a fiestas e ir al cine",5
"name950","mail950","name335",0.684210526315789,"insta335","tel335","Me considero una persona feliz, sincera y amable. Me gusta conocer nuevas cosas, el arte, disfrutar de mis alrededores. Me encanta pasar tiempo con mi familia y amigos, amo el arte","name359",0.631578947368421,"insta359","tel359","Practique atletismo, me encanta hacer ejercicio, ordenada, responsable, casual","name453",0.631578947368421,"insta453","tel453","Me considero una persona creativa, alegre y dedicada con lo que me gusta hacer :) ",0
"name982","mail982","name1135",0.657894736842105,"insta1135","tel1135","Soy una persona chill, me gusta hablar de todo pero más de películas, astrología, la vida y estoy retomando los libros. ","name203",0.631578947368421,"insta203","tel203","Soy divertida, me gusta ir a fiestas e ir al cine","name212",0.631578947368421,"insta212","tel212","Soy una persona extrovertida, me gusta leer, viajar, cocinar, cantar, jugar básquet, ver Star Wars y LOTR, pintar, estar con amigxs y familia (en fin pasármela bien).",0
"name999","mail999","name189",0.710526315789474,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name481",0.710526315789474,"insta481","tel481","Me gusta escuchar música, amo salir con amigos, soy extrovertida ðŸ˜œ","name203",0.684210526315789,"insta203","tel203","Soy divertida, me gusta ir a fiestas e ir al cine",2
"name1002","mail1002","name1004",0.710526315789474,"insta1004","tel1004","Me gustan las computadoras, la tecnología, leer, escribir, ver películas y series, jugar videojuegos, mi pelicula favorita es Pacific Rim, mi serie favorita es How I Met Your Mother, mi videojuego favorito es Subnautica y mi saga de libros favorita es La Torre Oscura de Stephen King","name1170",0.710526315789474,"insta1170","tel1170","Soy una persona amable, simple y empatizó mucho con las personas. Me gustan las películas y tomar fotos.","name702",0.684210526315789,"insta702","tel702","Me gusta el fútbol americano y tmb jugarlo, me gusta salir de fiesta pero tmb puedo quedarme en casa a ver película o series etc",2
"name1004","mail1004","name189",0.710526315789474,"insta189","tel189","jajs me gustan las películas, la música y el arte ðŸ¤ ","name1002",0.710526315789474,"insta1002","tel1002","","name114",0.657894736842105,"insta114","tel114","Soy una persona con gustos sencillos, soy muy extrovertida y me encanta bailar",2
